날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스,평균기온(°C),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa)
2023-03-26,97,24,0.037,0.01,0.4,0.002,12,2.2,74.8,1006.7
2023-03-27,45,16,0.03,0.019,0.4,0.002,11.3,2.6,48.4,1010.6
2023-03-28,45,17,0.033,0.026,0.4,0.002,12.5,2.9,53,1014.1
2023-03-29,97,44,0.047,0.029,0.6,0.002,13.7,2.2,57.6,1012.8
2023-03-30,101,54,0.049,0.036,0.6,0.003,15.5,2.1,48.3,1009.8
2023-03-31,67,31,0.055,0.022,0.5,0.003,17.9,2.7,39.4,1008.3
2023-04-01,68,37,0.058,0.017,0.5,0.004,15.7,2.6,56.5,1007.4
2023-04-02,39,22,0.058,0.007,0.4,0.003,15.1,4,57.9,1009.6
2023-04-03,25,12,0.05,0.008,0.4,0.002,14.3,3.9,63.5,1013.8
2023-04-04,26,12,0.047,0.012,0.4,0.003,15.3,2.5,73.6,1011.9
2023-04-05,21,11,0.04,0.01,0.3,0.002,14.9,5.1,94.1,1003.7
2023-04-06,29,20,0.039,0.015,0.5,0.002,12.8,5.9,78.9,1001.1
2023-04-07,58,30,0.047,0.013,0.5,0.002,13.3,3.4,55.3,1002.8
2023-04-08,37,8,0.04,0.008,0.4,0.002,11.2,3.8,29.8,1009
2023-04-09,52,8,0.041,0.009,0.4,0.002,12.7,4.1,38.4,1009.8
2023-04-10,66,9,0.039,0.015,0.4,0.002,14.2,6.5,60.4,1008.1
2023-04-11,40,9,0.039,0.013,0.3,0.002,16.7,7.8,80.5,1004
2023-04-12,227,36,0.04,0.012,0.3,0.002,15.1,3.6,38.3,1006.4
2023-04-13,106,17,0.032,0.022,0.4,0.002,15.4,3.7,39.3,1008.4
2023-04-14,64,19,0.031,0.025,0.4,0.002,14.7,3.1,81.9,1004.9
2023-04-15,13,8,0.039,0.009,0.4,0.002,13.1,2.2,91.3,994.9
2023-04-16,51,21,0.034,0.013,0.4,0.002,12.5,2.2,77.8,996.1
2023-04-17,92,29,0.038,0.019,0.4,0.002,14,3.5,67.6,1007.2
2023-04-18,70,24,0.037,0.019,0.4,0.002,16.8,5.1,88.4,1003.5
2023-04-19,44,22,0.032,0.018,0.5,0.002,17,2,90.3,1001.7
2023-04-20,46,20,0.032,0.021,0.4,0.002,20,3.2,73.1,999.8
2023-04-21,227,36,0.039,0.012,0.4,0.002,17.3,3.7,54.8,1002.6
2023-04-22,277,43,0.047,0.004,0.3,0.001,14,4.3,52,1010.5
2023-04-23,56,13,0.048,0.004,0.3,0.002,13.4,3.5,58.1,1014.1
2023-04-24,31,9,0.047,0.006,0.3,0.002,13.2,3,62.8,1014.6
2023-04-25,19,9,0.038,0.011,0.4,0.002,10.4,2.3,89.1,1005.5
2023-04-26,38,17,0.038,0.015,0.4,0.002,13.3,3.3,66.3,1003.2
2023-04-27,32,15,0.049,0.014,0.4,0.002,15.2,2.9,66.1,1011.4
2023-04-28,34,14,0.046,0.015,0.4,0.002,16.7,4.9,78.6,1008.5
2023-04-29,21,11,0.04,0.011,0.4,0.002,15.8,4.9,95.3,998.4
2023-04-30,37,13,0.045,0.009,0.4,0.002,15.1,4.3,57.8,1001.2
2023-05-01,52,19,0.0519,0.0134,0.44,0.0025,16,3.7,55.5,1007.5
2023-05-02,39,21,0.0269,0.0255,0.5,0.003,16.3,1.5,61.5,1014.4
2023-05-03,41,15,0.0471,0.0158,0.36,0.0034,17.4,3.3,65.9,1013.3
2023-05-04,24,12,0.0435,0.0132,0.33,0.0025,17.8,3.7,83,1007.7
2023-05-05,28,12,0.0418,0.0052,0.31,0.0018,17.5,6.4,94.5,998.3
2023-05-06,9,5,0.0407,0.006,0.35,0.0015,14.4,4.2,94.9,997.4
2023-05-07,26,18,0.0455,0.004,0.35,0.0016,11.5,4.1,82.9,1000.9
2023-05-08,23,12,0.0444,0.0077,0.35,0.0017,14.4,2.4,52.5,1006.8
2023-05-09,40,21,0.0408,0.0282,0.49,0.0026,16.6,2.3,54.4,1006.7
2023-05-10,46,22,0.0512,0.0215,0.48,0.0029,18.3,2.1,56.3,1007
2023-05-11,33,17,0.049,0.0109,0.41,0.0028,17.6,2.7,58.1,1009.9
2023-05-12,30,12,0.0441,0.0151,0.38,0.0033,17.4,3.2,63,1008.5
2023-05-13,16,10,0.0476,0.009,0.36,0.0021,14.6,1.9,91,1004.4
2023-05-14,23,18,0.0402,0.0158,0.46,0.0023,17.1,1.9,81.1,1000.3
2023-05-15,50,35,0.0439,0.0275,0.52,0.003,18.6,2.9,76.3,1000.6
2023-05-16,64,41,0.0609,0.0222,0.48,0.0025,19.3,3.9,78.5,1003.1
2023-05-17,39,22,0.0389,0.0214,0.42,0.0024,20.2,4.2,80.1,1005.8
2023-05-18,34,26,0.0361,0.0166,0.41,0.0022,18.3,2.3,95,1001.8
2023-05-19,12,7,0.0483,0.0057,0.34,0.002,17.9,2.9,82.5,999.7
2023-05-20,16,9,0.0469,0.0073,0.34,0.0022,18.4,2.7,73,1002.2
2023-05-21,30,17,0.0407,0.0181,0.43,0.0027,19.5,3.3,78.8,999.1
2023-05-22,116,32,0.0298,0.0192,0.44,0.0026,18.2,1.9,62.9,998.6
2023-05-23,100,23,0.0361,0.0125,0.38,0.002,18.3,2.4,64,1001.4
2023-05-24,28,10,0.0368,0.0126,0.4,0.002,18.5,2.4,65.6,1006.3
2023-05-25,16,5,0.0367,0.0102,0.33,0.0018,19.2,2.2,66,1008.8
2023-05-26,24,11,0.0306,0.0172,0.34,0.0021,19.8,3.2,76.6,1011.3
2023-05-27,29,12,0.0264,0.0159,0.33,0.0027,21.6,3.1,73.8,1010.9
2023-05-28,21,9,0.0279,0.0098,0.31,0.0025,20.9,5,84.1,1006.5
2023-05-29,8,3,0.0175,0.0128,0.35,0.0015,20.2,3,,1003.2
2023-05-30,9,6,0.0328,0.0073,0.36,0.0016,18.6,2.6,,1003.2
2023-05-31,18,7,0.0436,0.0063,0.35,0.0021,19.8,3,53.6,1003.4
2023-06-01,25,14,0.0195,0.0267,0.47,0.0022,18.2,1.4,77.5,999.2
2023-06-02,22,14,0.0452,0.0165,0.45,0.002,23,2.5,67.3,993.2
2023-06-03,40,20,0.0574,0.013,0.5,0.0033,21.4,3,59.3,999.8
2023-06-04,31,14,0.0525,0.0145,0.46,0.0022,23.1,3.1,43,1002.4
2023-06-05,56,18,0.0459,0.0226,0.48,0.0023,23.4,2.8,43.9,1002.4
2023-06-06,19,12,0.0535,0.012,0.38,0.0017,20.4,4.1,66.4,999.6
2023-06-07,36,17,0.0415,0.0227,0.44,0.0023,21.6,3.9,64.8,1001.2
2023-06-08,24,12,0.0447,0.015,0.38,0.0017,20.8,3.1,74.6,998.2
2023-06-09,31,17,0.047,0.0176,0.42,0.0018,21.4,4.3,74,997.1
2023-06-10,25,15,0.0524,0.0101,0.41,0.0017,22.6,2.9,73.1,998.9
2023-06-11,16,10,0.0359,0.0108,0.35,0.0017,21.6,2.1,84.6,998.2
2023-06-12,21,12,0.0274,0.019,0.35,0.0017,22.4,2.3,79.6,997.9
2023-06-13,21,12,0.0262,0.0205,0.37,0.0017,23.1,3.1,72.6,996.5
2023-06-14,29,18,0.0415,0.014,0.43,0.0019,22.5,2,71.5,998
2023-06-15,25,18,0.0637,0.0136,0.45,0.0027,21.8,1.9,70.9,1000.9
2023-06-16,43,26,0.0526,0.0228,0.47,0.0022,23.6,3.2,63.1,1004.7
2023-06-17,35,16,0.047,0.0229,0.45,0.0024,24,3.6,55.1,1004.3
2023-06-18,29,20,0.0573,0.0217,0.46,0.0026,24,3.1,66.1,999.3
2023-06-19,38,21,0.0545,0.0098,0.45,0.0022,24.3,2.7,63.9,999.4
2023-06-20,20,5,0.0356,0.0052,0.34,0.0021,22.5,3.1,65.6,998.4
2023-06-21,16,8,0.0363,0.0123,0.38,0.0017,20.9,2.9,88.1,994.5
2023-06-22,29,13,0.0326,0.0198,0.43,0.002,23.1,2.4,73.9,995.3
2023-06-23,18,8,0.0361,0.0108,0.4,0.0019,23.1,2.5,69.4,1002.2
2023-06-24,12,5,0.0363,0.0069,0.39,0.0028,22.4,2.2,70.5,1007.3
2023-06-25,8,3,0.0374,0.0043,0.36,0.0017,22.2,1.8,78.8,1006
2023-06-26,15,4,0.0119,0.0107,0.31,0.0016,23.3,7,89.8,1002.5
2023-06-27,14,4,0.0121,0.0122,0.32,0.0016,23.4,6.2,86.5,1002.8
2023-06-28,13,5,0.0342,0.0188,0.34,0.0017,22.8,3.7,82.5,1002
2023-06-29,25,7,0.0127,0.0125,0.32,0.0015,24.1,6.4,87.4,996.8
2023-06-30,16,4,0.0223,0.0151,0.36,0.0015,22.9,3.8,87,994.3
2023-07-01,23,15,0.0378,0.0102,0.47,0.0019,23.3,2.1,79.3,998.8
2023-07-02,26,16,0.0341,0.0133,0.45,0.0016,24.7,3.6,79.3,1001
2023-07-03,19,12,0.035,0.0132,0.42,0.0021,24.8,1.8,80.4,999
2023-07-04,10,6,0.0329,0.0123,0.36,0.0016,24.3,1.7,83.6,995.5
2023-07-05,21,10,0.0394,0.0168,0.44,0.0018,25.8,4.9,77.1,988.9
2023-07-06,47,22,0.0338,0.0299,0.55,0.0021,24.4,3.4,75,995.7
2023-07-07,29,20,0.0381,0.0215,0.49,0.0017,22.4,2.3,84.9,996.1
2023-07-08,12,6,0.0295,0.0201,0.51,0.0016,22.2,1,91.5,996
2023-07-09,26,17,0.0216,0.0207,0.47,0.0016,24.2,2.3,87,996.9
2023-07-10,34,21,0.0269,0.0176,0.38,0.0016,25.6,3.9,83,998.5
2023-07-11,20,9,0.017,0.017,0.35,0.0015,24.7,4.2,87.3,999.6
2023-07-12,17,5,0.0183,0.0171,0.34,0.0015,24.5,3.9,85.5,998.9
2023-07-13,21,6,0.0078,0.0163,0.34,0.0015,25.2,4.8,87.6,999.2
2023-07-14,16,2,0.0118,0.0061,0.31,0.0013,25,11.7,87.9,996.4
2023-07-15,17,5,0.0119,0.0062,0.32,0.0014,25.8,9.5,84.9,996.7
2023-07-16,7,3,0.02,0.0124,0.38,0.0014,23.7,3.5,91.6,1001.5
2023-07-17,18,5,0.0091,0.012,0.34,0.0017,26,4.3,86.4,1005.3
2023-07-18,11,5,0.0085,0.0115,0.37,0.0017,24.4,2.7,90.1,1003
2023-07-19,7,4,0.0141,0.0114,0.39,0.0016,23.5,1.4,82.8,999.8
2023-07-20,21,15,0.02,0.0223,0.39,0.0018,24.2,1.9,82.3,1001.7
2023-07-21,12,6,0.0262,0.0075,0.36,0.0015,25.2,2.1,73.8,1005.4
2023-07-22,13,6,0.0244,0.0087,0.37,0.0017,25,1.8,78.8,1006.9
2023-07-23,15,6,0.0149,0.0072,0.32,0.0016,26.5,5.7,85.5,1003.5
2023-07-24,13,2,0.0126,0.0102,0.33,0.0015,25.5,5.2,88.8,1002.9
2023-07-25,15,3,0.012,0.0151,0.34,0.0017,26.4,3.2,82,1006.3
2023-07-26,30,16,0.0092,0.0131,0.36,0.0023,28.1,2.6,75.6,1007.6
2023-07-27,30,20,0.0114,0.0141,0.37,0.0021,28.6,2.5,70.6,1006.8
2023-07-28,35,23,0.0167,0.0164,0.37,0.0024,29.4,2.4,66.6,1006.6
2023-07-29,34,21,0.0308,0.0147,0.39,0.0023,29.2,2.1,68.5,1006.7
2023-07-30,26,17,0.0371,0.0075,0.37,0.002,29.2,2.7,70.5,1005.8
2023-07-31,26,12,0.0227,0.011,0.37,0.0025,29.2,2.1,63.3,1004.6
2023-08-01,13,5,0.0279,0.0034,0.33,0.0016,29.6,2.4,62.6,1003.1
2023-08-02,27,11,0.0328,0.0089,0.37,0.002,29.6,2.7,72.1,1000.2
2023-08-03,26,11,0.0248,0.0158,0.37,0.0023,29.9,2.5,66.3,998.6
2023-08-04,27,8,0.0238,0.0126,0.38,0.0027,30.2,2.4,64.3,996.8
2023-08-05,14,3,0.031,0.0046,0.37,0.0018,30,2.1,68.9,992.7
2023-08-06,10,4,0.0285,0.0018,0.35,0.0019,30.9,2.8,62.8,990.2
2023-08-07,17,8,0.0308,0.0036,0.37,0.0025,30.6,3.2,64.9,990.9
2023-08-08,18,5,0.0266,0.0032,0.36,0.0024,29.2,3.6,67.3,993.4
2023-08-09,10,4,0.0213,0.0021,0.34,0.0018,25.7,4.1,83.5,992
2023-08-10,15,3,0.0323,0.0036,0.33,0.0014,25.2,7.6,79.6,984
2023-08-11,21,6,0.0334,0.0123,0.37,0.0017,27.1,4.4,74.3,994.8
2023-08-12,26,10,0.0484,0.0102,0.41,0.002,27.2,3.2,72.9,996.2
2023-08-13,24,11,0.0383,0.0059,0.41,0.0026,26.9,2.1,69.1,997.2
2023-08-14,17,8,0.0271,0.0054,0.35,0.0024,27.5,2.6,67.9,997.6
2023-08-15,20,8,0.0254,0.005,0.37,0.0017,27.5,2.6,67.6,996.1
2023-08-16,20,6,0.0211,0.0068,0.38,0.0021,25.7,1.9,76.9,996.7
2023-08-17,19,8,0.0233,0.0075,0.38,0.0022,25.6,2.1,76.4,997.6
2023-08-18,12,6,0.0267,0.0067,0.37,0.0023,27,2.2,76.9,999
2023-08-19,18,,0.0327,0.0079,0.39,0.0018,26.3,2.6,88.1,1002.1
2023-08-20,23,,0.0306,0.0134,0.4,0.0017,28.2,2.8,77,1003.6
2023-08-21,22,12,0.0164,0.0136,0.37,0.0018,28.7,2.2,74.1,1001.5
2023-08-22,27,20,0.015,0.0128,0.36,0.0023,28.9,3.7,74,998.7
2023-08-23,23,14,0.0154,0.0087,0.34,0.0018,28.7,3.9,76.8,998.8
2023-08-24,13,5,0.0327,0.0071,0.35,0.0013,26,4.8,84.5,999.5
2023-08-25,24,11,0.0416,0.0184,0.45,0.0017,27.1,3.9,71,999.9
2023-08-26,27,16,0.0519,0.0085,0.47,0.0019,27.8,2.3,64.8,1000.9
2023-08-27,22,14,0.0491,0.0039,0.43,0.0026,27.5,2.9,67.8,1000.3
2023-08-28,17,9,0.0333,0.0054,0.38,0.0022,27.4,2.6,73.3,1000.1
2023-08-29,19,7,0.0184,0.0071,0.33,0.0021,27,4.8,79.8,1000.1
2023-08-30,20,9,0.0131,0.0119,0.34,0.0026,27.2,3.4,81,1001
2023-08-31,17,10,0.0199,0.0106,0.39,0.0017,26.6,2.3,81.1,1001.4
2023-09-01,9,6,0.0134,0.0135,0.41,0.0014,24,1.9,89.9,1003
2023-09-02,12,7,0.021,0.0102,0.42,0.0019,24.2,1.6,85.8,1003.9
2023-09-03,15,10,0.0244,0.0052,0.4,0.0023,26.3,1.8,76.3,1004.4
2023-09-04,17,10,0.0249,0.0057,0.38,0.0026,27.1,2.7,70.3,1003.4
2023-09-05,19,9,0.0415,0.0033,0.38,0.0017,26.8,3.4,58.9,1002.5
2023-09-06,21,10,0.037,0.0038,0.39,0.0015,26.4,3.5,62.4,1002.8
2023-09-07,24,9,0.042,0.0032,0.39,0.0018,25.3,3.8,59.8,1005.2
2023-09-08,19,7,0.0376,0.0048,0.37,0.0019,24.8,3.1,59,1004.2
2023-09-09,12,5,0.0354,0.0062,0.38,0.0017,24.2,2.4,62.5,1003.4
2023-09-10,13,7,0.0384,0.0047,0.38,0.0023,25,2.2,65.1,1002.5
2023-09-11,15,9,0.0304,0.0067,0.38,0.0023,25.9,2,71.6,1001.4
2023-09-12,20,12,0.0303,0.008,0.38,0.0017,26.4,1.6,74.1,1002.8
2023-09-13,17,12,0.0371,0.0057,0.38,0.0019,26.1,2,78.3,1002.3
2023-09-14,12,9,0.0331,0.0079,0.4,0.0022,23.6,2.6,82.3,1004.1
2023-09-15,14,9,0.0301,0.0074,0.39,0.002,24.7,2.4,80.4,1005.2
2023-09-16,14,8,0.0119,0.0139,0.44,0.0015,23.9,1.7,89.1,1004.8
2023-09-17,12,5,0.0168,0.0132,0.35,0.0015,24.1,3.2,86.1,1003.2
2023-09-18,16,7,0.021,0.0159,0.38,0.0015,25.3,2.5,79.9,1004.6
2023-09-19,18,14,0.0326,0.0204,0.45,0.0021,25.6,2.8,73.9,1005.6
2023-09-20,34,24,0.0332,0.015,0.46,0.0024,24.7,3.6,77.1,1001.9
2023-09-21,16,7,0.0322,0.0045,0.37,0.0015,21.5,3.8,77.4,1001.6
2023-09-22,17,8,0.0362,0.0058,0.38,0.0023,22.1,2.6,63.3,1006.9
2023-09-23,18,6,0.0366,0.0053,0.37,0.0025,21.7,2.9,57.3,1010.2
2023-09-24,18,7,0.0433,0.003,0.36,0.0036,22.8,3.7,58,1010.1
2023-09-25,19,8,0.0393,0.0053,0.36,0.0027,23.7,3,64.8,1007.2
2023-09-26,21,12,0.0251,0.0157,0.4,0.0026,23.6,1.8,77.6,1004.9
2023-09-27,22,13,0.0253,0.021,0.46,0.0019,25.1,3.2,70.6,1002.8
2023-09-28,13,7,0.0331,0.0067,0.39,0.0014,25.1,2.6,61.1,1004.4
2023-09-29,35,23,0.0578,0.0055,0.49,0.0018,24.3,1.9,55.8,1005.2
2023-09-30,25,18,0.0371,0.0092,0.46,0.0016,20.3,3.2,69.3,1002.2
2023-10-01,26,11,0.0412,0.0045,0.39,0.0016,21,2,51,1004.8
2023-10-02,16,8,0.0415,0.0055,0.38,0.0018,20.4,2.6,42.1,1008.8
2023-10-03,14,8,0.039,0.0059,0.39,0.0023,19.7,2.5,61.9,1008.4
2023-10-04,19,11,0.0293,0.0131,0.4,0.0016,21.2,2.1,54.1,1004.6
2023-10-05,22,9,0.0396,0.0083,0.37,0.0015,18.4,2.9,31,1005.4
2023-10-06,31,11,0.0414,0.0155,0.42,0.0019,18.2,2.2,41.6,1009.4
2023-10-07,20,9,0.0393,0.007,0.38,0.0019,19.3,2.6,55.8,1012.7
2023-10-08,13,7,0.0367,0.004,0.35,0.0022,18.7,3.3,62.1,1012.9
2023-10-09,13,7,0.0301,0.0069,0.37,0.002,19.6,2.7,67.9,1009.9
2023-10-10,17,11,0.0355,0.009,0.39,0.0017,19.5,2.9,56.4,1011
2023-10-11,22,10,0.0438,0.0059,0.37,0.0021,19.8,3.2,44.5,1014.9
2023-10-12,16,8,0.043,0.0075,0.39,0.002,19.3,2.8,45.5,1014.8
2023-10-13,17,9,0.0422,0.0087,0.4,0.0019,20.2,2.4,51.6,1008.8
2023-10-14,22,13,0.0407,0.015,0.46,0.002,19.7,2.8,54.6,1001.5
2023-10-15,20,14,0.0466,0.0071,0.44,0.0016,18.4,2.5,50.8,1001.5
2023-10-16,30,15,0.0433,0.0136,0.46,0.0016,18.7,2.3,46.3,1005.4
2023-10-17,33,16,0.0288,0.0258,0.43,0.0018,16.7,2.7,45.5,1009.6
2023-10-18,29,14,0.0375,0.027,0.35,0.0018,18.6,3,55,1011.2
2023-10-19,24,12,0.0345,0.0244,0.29,0.0021,19.5,4.3,63.1,1007.4
2023-10-20,16,8,0.0341,0.0095,0.25,0.0013,14.8,3.6,43.5,1006.1
2023-10-21,19,7,0.0285,0.011,0.29,0.0014,13.7,4.3,35.5,1011.5
2023-10-22,14,7,0.0287,0.0103,0.28,0.0014,15,3.5,40.4,1014
2023-10-23,30,15,0.0369,0.0233,0.3,0.0018,17.4,2.7,52,1013.7
2023-10-24,30,17,0.0342,0.0246,0.35,0.002,17.2,2.9,52,1011.3
2023-10-25,30,18,0.0333,0.0274,0.4,0.0018,18.5,2.5,55.3,1008.9
2023-10-26,38,24,0.038,0.0281,0.44,0.0025,19.5,3.3,53.9,1005.8
2023-10-27,44,26,0.0389,0.0166,0.4,0.0017,17,2.5,54.5,1004.8
2023-10-28,25,15,0.0359,0.0157,0.37,0.002,16.6,2,55.3,1009.6
2023-10-29,21,10,0.0395,0.008,0.33,0.0019,16.6,2.5,55,1013.1
2023-10-30,29,16,0.0299,0.0251,0.39,0.0018,17.1,2,60.6,1013.4
2023-10-31,42,26,0.0397,0.0274,0.44,0.0022,18.4,3.1,52.8,1012.9
2023-11-01,35,19,0.0393,0.0236,0.38,0.0026,18.8,5.2,61.9,1010.9
2023-11-02,29,17,0.0318,0.0262,0.35,0.0024,20.2,4.3,66.3,1009.7
2023-11-03,28,17,0.0284,0.0253,0.3,0.0026,20.7,4.1,65.5,1008.1
2023-11-04,36,26,0.0272,0.0198,0.37,0.0029,19.8,2,72.8,1012
2023-11-05,28,20,0.037,0.0098,0.33,0.0025,20.4,2.2,76.6,1010.5
2023-11-06,26,12,0.0326,0.0108,0.31,0.0022,18.7,7.8,60.4,1000.8
2023-11-07,23,12,0.0285,0.0136,0.3,0.0014,13.3,4.3,34.9,1009.9
2023-11-08,18,9,0.0245,0.0195,0.4,0.0016,14.5,1.4,46.6,1013.3
2023-11-09,23,12,0.0199,0.032,0.44,0.0018,17.8,2,63.4,1011.3
2023-11-10,19,11,0.0239,0.0191,0.39,0.0015,13.9,3.2,46.8,1010.9
2023-11-11,20,11,0.0221,0.0168,0.4,0.0016,9.6,2.6,37.3,1016
2023-11-12,12,9,0.0344,0.0063,0.37,0.0014,6.7,3.2,34.3,1014.9
2023-11-13,15,8,0.0263,0.0147,0.38,0.0016,6.5,3.4,28.3,1016.2
2023-11-14,19,12,0.024,0.0195,0.4,0.0016,8.8,3.5,38.3,1016.1
2023-11-15,29,18,0.0217,0.0254,0.48,0.0017,10.6,2.9,46.4,1017.8
2023-11-16,29,21,0.0158,0.0311,0.51,0.0018,9.9,2.3,65.5,1010.7
2023-11-17,18,10,0.0245,0.0133,0.41,0.0015,7.2,3.8,50.3,1003.8
2023-11-18,16,9,0.028,0.0091,0.4,0.0016,4.6,4.9,45.3,1006.7
2023-11-19,22,13,0.031,0.013,0.42,0.0018,9.2,4,48.9,1008.7
2023-11-20,40,23,0.0227,0.0252,0.54,0.0024,11,2,47.9,1013.5
2023-11-21,30,17,0.0222,0.0308,0.49,0.0023,12.6,2.9,54.1,1012.4
2023-11-22,23,13,0.0318,0.0239,0.43,0.0022,14.9,4.3,61.4,1008.3
2023-11-23,48,28,0.0417,0.0218,0.48,0.0024,16.2,5.2,56.5,1004
2023-11-24,22,11,0.0303,0.0106,0.37,0.0015,6.1,3.4,26.4,1015.7
2023-11-25,15,8,0.0274,0.0145,0.4,0.0019,4.3,2.9,32,1021
2023-11-26,20,13,0.0185,0.025,0.47,0.0023,8,2,32.9,1015
2023-11-27,27,15,0.0172,0.0306,0.5,0.0027,11.4,3.2,53.9,1006.1
2023-11-28,38,17,0.0297,0.0121,0.43,0.0019,8.6,4.6,33.1,1010.6
2023-11-29,30,17,0.0206,0.0212,0.43,0.002,6.9,3,43.5,1014.2
2023-11-30,19,10,0.028,0.0117,0.38,0.0017,2.6,3.5,31.3,1015.6
2023-12-01,19,12,0.0256,0.0146,0.4,0.0018,2.4,3.2,37.3,1015.1
2023-12-02,22,12,0.0262,0.0169,0.44,0.0021,5.2,3.3,44.6,1016.4
2023-12-03,38,25,0.0226,0.0239,0.58,0.0022,7.9,2.3,40.5,1015.8
2023-12-04,33,20,0.0198,0.0308,0.53,0.0027,8.6,2.2,38.9,1011.9
2023-12-05,32,20,0.0139,0.0381,0.66,0.0031,10.5,1.5,39.1,1007.9
2023-12-06,43,28,0.028,0.0304,0.6,0.0028,11.1,3.9,47.5,1002.2
2023-12-07,50,24,0.026,0.0218,0.47,0.002,9.4,4.6,35.4,1007.3
2023-12-08,73,27,0.0294,0.0274,0.55,0.0021,14.6,5.6,59,1008.5
2023-12-09,57,22,0.0373,0.0228,0.48,0.002,16.3,4.4,62.4,1009.8
2023-12-10,65,32,0.0338,0.0209,0.62,0.0041,15,2.4,64.1,1013.7
2023-12-11,32,16,0.0374,0.0083,0.44,0.0022,14.4,3.6,84.6,1006.1
2023-12-12,8,5,0.0301,0.008,0.42,0.0018,9.9,4,69.1,1010
2023-12-13,13,6,0.0296,0.0119,0.42,0.002,11,2.8,60,1019
2023-12-14,12,7,0.0257,0.0156,0.41,0.0024,11.9,3.2,78.5,1014.1
2023-12-15,8,7,0.0171,0.0212,0.44,0.0018,13,3.1,89,1003.3
2023-12-16,9,5,0.0284,0.0085,0.41,0.0018,3.8,5.3,52.8,1009.8
2023-12-17,11,8,0.0332,0.0059,0.36,0.0017,-2.7,3.3,37.1,1021.4
2023-12-18,12,8,0.0276,0.0142,0.36,0.0018,-1.3,4,32.6,1022.8
2023-12-19,18,9,0.0177,0.0246,0.41,0.0019,1.9,2.1,36.3,1017.5
2023-12-20,22,16,0.0257,0.016,0.45,0.0018,0.7,3.5,46.9,1014.5
2023-12-21,16,12,0.0267,0.0119,0.38,0.0019,-4.5,3.2,39.9,1018.6
2023-12-22,19,11,0.0263,0.0124,0.38,0.002,-4.7,3.4,38.5,1023.7
2023-12-23,13,8,0.0279,0.0146,0.38,0.0019,-1.5,3.1,39.6,1025.6
2023-12-24,22,16,0.0262,0.0169,0.47,0.0022,2,2.2,53.9,1020.9
2023-12-25,31,23,0.03,0.0146,0.44,0.0022,2.2,2.1,49.6,1019.5
2023-12-26,35,25,0.0182,0.0273,0.54,0.0025,4.5,3,53.5,1020
2023-12-27,35,24,0.0151,0.0359,0.56,0.0027,7.2,1.7,50.4,1020.6
2023-12-28,41,30,0.0157,0.039,0.61,0.0023,8,2,49.8,1017.4
2023-12-29,57,44,0.0268,0.028,0.62,0.0022,6.1,3,47.5,1016.4
2023-12-30,53,44,0.0238,0.0289,0.66,0.0024,8.2,2.9,58.4,1008.8
2023-12-31,30,25,0.0291,0.0159,0.67,0.0019,8.1,3.9,67.1,1006.9
2024-01-01,19,12,0.0358,0.0095,0.48,0.002,7.3,2.7,59,1017.5
2024-01-02,28,19,0.0234,0.0225,0.54,0.0021,8.6,2.5,55,1011.6
2024-01-03,34,26,0.0249,0.0168,0.48,0.0018,5.6,3.1,57.8,1008.5
2024-01-04,27,21,0.0233,0.0215,0.46,0.0022,5.2,3.4,45.5,1012.7
2024-01-05,41,27,0.026,0.0248,0.54,0.0034,8.6,5.1,60.4,1011.4
2024-01-06,34,24,0.0263,0.0202,0.47,0.002,7,2.5,38.3,1011
2024-01-07,18,12,0.0301,0.0074,0.38,0.0019,2.2,3,34.3,1014.4
2024-01-08,14,10,0.0211,0.0195,0.39,0.0021,0.8,3.1,32.5,1016.3
2024-01-09,27,16,0.0112,0.0321,0.48,0.0029,3.8,2.8,52.3,1010.5
2024-01-10,23,18,0.0233,0.0151,0.45,0.002,5.3,2.7,69.9,1008.4
2024-01-11,32,26,0.0198,0.0213,0.46,0.002,5.4,3.5,52.6,1008
2024-01-12,47,31,0.0194,0.0305,0.53,0.0023,6.7,2.6,51.9,1008.3
2024-01-13,28,17,0.028,0.0154,0.43,0.0024,4.6,2.4,36.9,1015
2024-01-14,23,14,0.0281,0.0195,0.42,0.0023,9.1,4,61.4,1011.9
2024-01-15,22,11,0.0308,0.0135,0.44,0.0017,5.3,3.7,32.1,1014.6
2024-01-16,17,9,0.0213,0.0217,0.42,0.002,4.9,1.9,44.1,1021.9
2024-01-17,23,12,0.0096,0.0368,0.47,0.0021,8.9,2.6,67,1016.8
2024-01-18,17,10,0.0244,0.0169,0.39,0.0021,10.9,4.6,83.4,1012.5
2024-01-19,23,13,0.0359,0.0068,0.37,0.0027,7.1,4.5,70.9,1018
2024-01-20,9,7,0.0364,0.0046,0.33,0.0019,7,4.5,87.8,1013.6
2024-01-21,8,6,0.0328,0.0046,0.35,0.002,7.5,3.5,73.6,1013.3
2024-01-22,14,10,0.0264,0.0096,0.37,0.0017,1.1,3.9,54.3,1013.5
2024-01-23,14,9,0.0306,0.008,0.34,0.0016,-4.6,5,41.1,1013
2024-01-24,14,9,0.0291,0.0116,0.35,0.0018,-2.8,3.9,36.1,1013.7
2024-01-25,23,15,0.0211,0.0195,0.41,0.0021,-1.4,2.3,36.1,1017.2
